CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members
U99999MH1995PLC088707,ARENBEE MEDIA CONSULTANTS LIMITED,Active,RoC-Mumbai,88707,Company limited by Shares,Non-govt company,Public,23 May 1995,"26 years, 10 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC089512,PRADEEP PLASTICS LIMITED,Active,RoC-Mumbai,89512,Company limited by Shares,Non-govt company,Public,13 June 1995,"26 years, 9 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC090015,KEEMTEE FINANCIAL SERVICES LIMITED,Active,RoC-Mumbai,90015,Company limited by Shares,Non-govt company,Public,28 June 1995,"26 years, 8 month, 26 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC090207,JAJODIA PROPERTIES PRIVATE LIMITED,Active,RoC-Mumbai,90207,Company limited by Shares,Non-govt company,Public,04 July 1995,"26 years, 8 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC090293,KOKANRATNA HOLIDAY RESORTS LIMITED,Active,RoC-Mumbai,90293,Company limited by Shares,Non-govt company,Public,05 July 1995,"26 years, 8 month, 19 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC093735,ALLIED ASIA GEARS LIMITED,Active,RoC-Mumbai,93735,Company limited by Shares,Non-govt company,Public,17 October 1995,"26 years, 5 month, 7 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC093908,OM CHEMICAL INDUSTRIES LIMITED,Active,RoC-Mumbai,93908,Company limited by Shares,Non-govt company,Public,26 October 1995,"26 years, 4 month, 29 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",20
U99999MH1995PLC095092,VESTERN VIVIAN JEWELS LIMITED,Active,RoC-Mumbai,95092,Company limited by Shares,Non-govt company,Public,08 December 1995,"26 years, 3 month, 16 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC095231,ICC INTERNATIONAL AGENCIES LIMITED,Active,RoC-Mumbai,95231,Company limited by Shares,Non-govt company,Public,12 December 1995,"26 years, 3 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC117264,ACMA COMPUTERS LIMITED,Active,RoC-Mumbai,117264,Company limited by Shares,Non-govt company,Public,10 October 1995,"26 years, 5 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PLC131152,KAIL LIMITED,Active,RoC-Mumbai,131152,Company limited by Shares,Non-govt company,Public,23 August 1995,"26 years, 7 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084275,,-,,-,-,-,,N/A,"52 years, 2 month, 23 days",,-
U99999MH1995PTC084335,GABS INVESTMENTS PRIVATE LIMITED,Active,RoC-Mumbai,84335,Company limited by Shares,Non-govt company,Private,04 January 1995,"27 years, 2 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084363,TELANGANA FINANCE AND LEASING COMPANY PRIVATE LIMITED,Active,RoC-Mumbai,84363,Company limited by Shares,Non-govt company,Private,05 January 1995,"27 years, 2 month, 19 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084387,HYDROMECH ENGINEERS (BOMBAY) PRIVATE LIMITED,Active,RoC-Mumbai,84387,Company limited by Shares,Non-govt company,Private,06 January 1995,"27 years, 2 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084515,SHUBHODAY LAND DEVELOPERS PRIVATE LIMITED,Active,RoC-Mumbai,84515,Company limited by Shares,Non-govt company,Private,10 January 1995,"27 years, 2 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084731,PAIDLEWAR BUILDERS AND DEVELOPERS PRIVATE LIMITED,Active,RoC-Mumbai,84731,Company limited by Shares,Non-govt company,Private,18 January 1995,"27 years, 2 month, 6 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084752,SYMATIC ENGINEERING PRIVATE LIMITED,Active,RoC-Mumbai,84752,Company limited by Shares,Non-govt company,Private,19 January 1995,"27 years, 2 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084761,RAIGAD OXYGEN PRIVATE LIMITED,Active,RoC-Mumbai,84761,Company limited by Shares,Non-govt company,Private,19 January 1995,"27 years, 2 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084928,NIDIP CHEMICALS PRIVATE LIMITED,Active,RoC-Mumbai,84928,Company limited by Shares,Non-govt company,Private,25 January 1995,"27 years, 1 month, 30 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC084979,MAXWORTH SYNTHETICS (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,84979,Company limited by Shares,Non-govt company,Private,27 January 1995,"27 years, 1 month, 28 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085019,BOON CATERING COMPANY PRIVATE LIMITED,Active,RoC-Mumbai,85019,Company limited by Shares,Non-govt company,Private,30 January 1995,"27 years, 1 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085087,BRIJESH WOOD PRODUCTS PRIVATE LIMITED,Active,RoC-Mumbai,85087,Company limited by Shares,Non-govt company,Private,31 January 1995,"27 years, 1 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085120,NAVNATH ALLOYS (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,85120,Company limited by Shares,Non-govt company,Private,01 February 1995,"27 years, 1 month, 23 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085154,NEO LIGHT AGRICULTURE AND BREEDING PRIVATE LIMITED,Active,RoC-Pune,85154,Company limited by Shares,Non-govt company,Private,01 February 1995,"27 years, 1 month, 23 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085164,SIDDHESHWAR IRON AND STEEL PRIVATE LIMITED,Active,RoC-Pune,85164,Company limited by Shares,Non-govt company,Private,01 February 1995,"27 years, 1 month, 23 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085275,TOTO PACKAGING PRIVATE LIMITED,Active,RoC-Mumbai,85275,Company limited by Shares,Non-govt company,Private,06 February 1995,"27 years, 1 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085392,TECHNO BOARDS PRIVATE LIMITED,Active,RoC-Mumbai,85392,Company limited by Shares,Non-govt company,Private,08 February 1995,"27 years, 1 month, 16 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085441,ENERGY TECHNOLOGIES INDIA INCORPORATED PRIVATE LIMITED,Active,RoC-Mumbai,85441,Company limited by Shares,Non-govt company,Private,09 February 1995,"27 years, 1 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085667,FLORA SECURITIES PRIVATE LIMITED,Active,RoC-Mumbai,85667,Company limited by Shares,Non-govt company,Private,16 February 1995,"27 years, 1 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085679,EXPRESS CLEARING AND SHIPPING AGENCY PRIVATE LIMITED,Active,RoC-Mumbai,85679,Company limited by Shares,Non-govt company,Private,16 February 1995,"27 years, 1 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085820,AKSHAY FINVEST & MANAGEMENT CONSULTANCY PRIVATE LIMITED,Active,RoC-Mumbai,85820,Company limited by Shares,Non-govt company,Private,22 February 1995,"27 years, 1 month, 2 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC085899,STERLING GENERATORS PRIVATE LIMITED,Amalgamated,RoC-Mumbai,85899,Company limited by Shares,Non-govt company,Private,24 February 1995,"27 years, 1 month, 0 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",5
U99999MH1995PTC086128,SHRADDHA VENEERS PRIVATE LIMITED,Active,RoC-Mumbai,86128,Company limited by Shares,Non-govt company,Private,07 March 1995,"27 years, 0 month, 17 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086137,ALICON PHARMACEUTICAL PRIVATE LIMITED,Active,RoC-Mumbai,86137,Company limited by Shares,Non-govt company,Private,07 March 1995,"27 years, 0 month, 17 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086220,SPEEDO-MECH HOISTS AND CRANES PRIVATE LIMITED,Active,RoC-Mumbai,86220,Company limited by Shares,Non-govt company,Private,09 March 1995,"27 years, 0 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086281,ANADRY INVESTMENTS PRIVATE LIMITED,Active,RoC-Mumbai,86281,Company limited by Shares,Non-govt company,Private,10 March 1995,"27 years, 0 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086306,FLOWERS PLANTS AND FRUITS (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,86306,Company limited by Shares,Non-govt company,Private,10 March 1995,"27 years, 0 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086329,KAUSTUBH REALTY AND PROPERTTY MANAGEMENT PRIVATE LIMITED,Active,RoC-Mumbai,86329,Company limited by Shares,Non-govt company,Private,13 March 1995,"27 years, 0 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086436,VENTURA TEXPORTS PRIVATE LIMITED,Active,RoC-Mumbai,86436,Company limited by Shares,Non-govt company,Private,14 March 1995,"27 years, 0 month, 10 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086453,SANGHRAJ TRADING AND INVESTMENT PRIVATE LIMITED,Active,RoC-Mumbai,86453,Company limited by Shares,Non-govt company,Private,14 March 1995,"27 years, 0 month, 10 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086494,MUMBAI MEGASTRUCTURES PRIVATE LIMITED,Active,RoC-Mumbai,86494,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",3
U99999MH1995PTC086500,NAIVEDYA RESIDENCY PRIVATE LIMITED,Active,RoC-Mumbai,86500,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086501,SANKAT MOCHAN EXPORTS PRIVATE LIMITED,Active,RoC-Mumbai,86501,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086502,JYOTI SPOKES PRIVATE LIMITED,Active,RoC-Mumbai,86502,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086503,SUBHNEN PLY PRIVATE LIMITED,Active,RoC-Mumbai,86503,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086506,ACE MERCHANDISERS PRIVATE LIMITED,Active,RoC-Mumbai,86506,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086508,R TRIKAMLAL SYNTHETICS PRIVATE LIMITED,Active,RoC-Mumbai,86508,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086512,CENTURY ROAD TRANSPORT PRIVATE LIMITED,Active,RoC-Mumbai,86512,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086517,KALMADRUM PROPERTIES PRIVATE LIMITED,Active,RoC-Mumbai,86517,Company limited by Shares,Non-govt company,Private,15 March 1995,"27 years, 0 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086535,HITESH MECHANICALS PRIVATE LIMITED,Active,RoC-Mumbai,86535,Company limited by Shares,Non-govt company,Private,16 March 1995,"27 years, 0 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086568,AMEYA ENTERPRISES PRIVATE LIMITED,Active,RoC-Mumbai,86568,Company limited by Shares,Non-govt company,Private,16 March 1995,"27 years, 0 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086596,NEXGEN LIFIN PRIVATE LIMITED,Active,RoC-Mumbai,86596,Company limited by Shares,Non-govt company,Private,20 March 1995,"27 years, 0 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",7
U99999MH1995PTC086614,DISSOL ORGANICS PRIVATE LIMITED,Active,RoC-Mumbai,86614,Company limited by Shares,Non-govt company,Private,20 March 1995,"27 years, 0 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086616,HIGH VOLT ELECTRICALS PRIVATE LIMITED,Active,RoC-Mumbai,86616,Company limited by Shares,Non-govt company,Private,20 March 1995,"27 years, 0 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086668,ESTEEM PROPERTIES PRIVATE LIMITED,Active,RoC-Mumbai,86668,Company limited by Shares,Non-govt company,Private,21 March 1995,"27 years, 0 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086763,G V PHADKE BUILDERS AND DEVELOPERS PRIVATE LIMITED,Active,RoC-Mumbai,86763,Company limited by Shares,Non-govt company,Private,23 March 1995,"27 years, 0 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086838,MORGAN STANLEY INDIA SECURITIES PRIVATE LIMITED,Active,RoC-Mumbai,86838,Company limited by Shares,Non-govt company,Private,24 March 1995,"27 years, 0 month, 0 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086855,MALIRAM MAKHARIA STOCK BROKERS PRIVATE LIMITED,Active,RoC-Mumbai,86855,Company limited by Shares,Non-govt company,Private,27 March 1995,"26 years, 11 month, 28 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086890,NARVADA DYE-CHEM (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,86890,Company limited by Shares,Non-govt company,Private,28 March 1995,"26 years, 11 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086894,RELIABLE GALVANISER AND FASTENERS PRIVATE LIMITED,Active,RoC-Mumbai,86894,Company limited by Shares,Non-govt company,Private,28 March 1995,"26 years, 11 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086905,BULLS EYE FININVEST PRIVATE LIMITED,Active,RoC-Mumbai,86905,Company limited by Shares,Non-govt company,Private,28 March 1995,"26 years, 11 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC086981,ECHJE TECHNOLOGIES PRIVATE LIMITED,Active,RoC-Mumbai,86981,Company limited by Shares,Non-govt company,Private,30 March 1995,"26 years, 11 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC087008,KENSOURCE SECURITIES PRIVATE LIMITED,Active,RoC-Mumbai,87008,Company limited by Shares,Non-govt company,Private,30 March 1995,"26 years, 11 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC087074,LEGEND HOUSING PRIVATE LIMITED,Active,RoC-Mumbai,87074,Company limited by Shares,Non-govt company,Private,31 March 1995,"26 years, 11 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC087146,VIDEOJET TECHNOLOGIES (I) PRIVATE LIMITED,Active,RoC-Mumbai,87146,Company limited by Shares,Non-govt company,Private,04 April 1995,"26 years, 11 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC087480,VASMATE FINANCIAL SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,87480,Company limited by Shares,Non-govt company,Private,19 April 1995,"26 years, 11 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC087573,SHETKARI COTTON (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,87573,Company limited by Shares,Non-govt company,Private,21 April 1995,"26 years, 11 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",16
U99999MH1995PTC087590,GADIYA FINANCIAL SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,87590,Company limited by Shares,Non-govt company,Private,21 April 1995,"26 years, 11 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC087970,ANUPAM ELECTRICALS AND ENGINEERING INDUSTRIES PRIVATE LIMITED,Active,RoC-Mumbai,87970,Company limited by Shares,Non-govt company,Private,03 May 1995,"26 years, 10 month, 21 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC088248,RASHMI FABRICATORS PRIVATE LIMITED,Active,RoC-Mumbai,88248,Company limited by Shares,Non-govt company,Private,10 May 1995,"26 years, 10 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC088319,CRAFTSMEN LABORATORIES PRIVATE LIMITED,Active,RoC-Mumbai,88319,Company limited by Shares,Non-govt company,Private,12 May 1995,"26 years, 10 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC088552,PRIZE FINANCE AND INVESTMENT PRIVATE LIMITED,Active,RoC-Mumbai,88552,Company limited by Shares,Non-govt company,Private,19 May 1995,"26 years, 10 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC088649,DRSHTI STRATEGIC RESEARCH SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,88649,Company limited by Shares,Non-govt company,Private,23 May 1995,"26 years, 10 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC088670,KAILASH PARBAT HOTELS (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,88670,Company limited by Shares,Non-govt company,Private,23 May 1995,"26 years, 10 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC088931,PRECISE VACCUM SYSTEMS PRIVATE LIMITED,Active,RoC-Mumbai,88931,Company limited by Shares,Non-govt company,Private,30 May 1995,"26 years, 9 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC088946,ARPANNA MOTORS PRIVATE LIMITED,Active,RoC-Mumbai,88946,Company limited by Shares,Non-govt company,Private,30 May 1995,"26 years, 9 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC089007,MIAECT PRIVATE LIMITED,Active,RoC-Mumbai,89007,Company limited by Shares,Non-govt company,Private,31 May 1995,"26 years, 9 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC089175,DITCO SECURITIES PRIVATE LIMITED,Active,RoC-Mumbai,89175,Company limited by Shares,Non-govt company,Private,05 June 1995,"26 years, 9 month, 19 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC089368,MAYURESH DEVELOPERS AND CONSTRUCTION PRIVATE LIMITED,Active,RoC-Mumbai,89368,Company limited by Shares,Non-govt company,Private,09 June 1995,"26 years, 9 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC089486,PARAV SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,89486,Company limited by Shares,Non-govt company,Private,13 June 1995,"26 years, 9 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC089850,SHAREPRO COMPUTER SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,89850,Company limited by Shares,Non-govt company,Private,22 June 1995,"26 years, 9 month, 2 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090021,HINGORA FIINVEST PRIVATE LIMITED,Active,RoC-Mumbai,90021,Company limited by Shares,Non-govt company,Private,28 June 1995,"26 years, 8 month, 26 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090022,GRIFFON SECURITIES PRIVATE LIMITED,Active,RoC-Mumbai,90022,Company limited by Shares,Non-govt company,Private,28 June 1995,"26 years, 8 month, 26 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090562,YASHODA HYBRID SEEDS PRIVATE LIMITED,Active,RoC-Mumbai,90562,Company limited by Shares,Non-govt company,Private,13 July 1995,"26 years, 8 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090605,VISTARA DESIGNS AND INVESTMENTS PRIVATE LIMITED,Active,RoC-Mumbai,90605,Company limited by Shares,Non-govt company,Private,14 July 1995,"26 years, 8 month, 10 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090699,QUICK LIFTECH PRIVATE LIMITED,Active,RoC-Mumbai,90699,Company limited by Shares,Non-govt company,Private,18 July 1995,"26 years, 8 month, 6 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090781,REAP AGROTECH PRIVATE LIMITED,Active,RoC-Mumbai,90781,Company limited by Shares,Non-govt company,Private,19 July 1995,"26 years, 8 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090817,GURUKRUPA PROCESSED FOODS PRIVATE LIMITED,Active,RoC-Mumbai,90817,Company limited by Shares,Non-govt company,Private,20 July 1995,"26 years, 8 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090923,AESTHETIC COATS PRIVATE LIMITED,Active,RoC-Mumbai,90923,Company limited by Shares,Non-govt company,Private,24 July 1995,"26 years, 8 month, 0 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090978,RIVERSIDE MUSHROOMS PRIVATE LIMITED,Active,RoC-Mumbai,90978,Company limited by Shares,Non-govt company,Private,25 July 1995,"26 years, 7 month, 30 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC090983,PRECISION PLASTIC INDUSTRIES PRIVATE LIMITED,Active,RoC-Mumbai,90983,Company limited by Shares,Non-govt company,Private,25 July 1995,"26 years, 7 month, 30 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091133,ALGORITHMIC SOFTWARE SYSTEMS PRIVATE LIMITED,Active,RoC-Mumbai,91133,Company limited by Shares,Non-govt company,Private,28 July 1995,"26 years, 7 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091145,RATNAPRIYA HOLDING AND ESTATE DEVELOPERS PRIVATE LIMITED,Active,RoC-Mumbai,91145,Company limited by Shares,Non-govt company,Private,28 July 1995,"26 years, 7 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091229,TOPWORTH PROPERTIES PRIVATE LIMITED,Active,RoC-Mumbai,91229,Company limited by Shares,Non-govt company,Private,31 July 1995,"26 years, 7 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091490,ASHWINI INFRASTRUCTURE PRIVATE LIMITED,Active,RoC-Mumbai,91490,Company limited by Shares,Non-govt company,Private,07 August 1995,"26 years, 7 month, 17 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
