CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U99999MH1995PTC086506,ACE MERCHANDISERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-03-1995,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,417 MAKER CHAMBERS VNARIMAN POINT   ,ROC MUMBAI,ndmil@ndmil.com,31-03-2019,31-03-2019
U99999MH1995PTC086508,R TRIKAMLAL SYNTHETICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-03-1995,Maharashtra,250000000.0,288100.0,99999,Extraterritorial organizations and bodies,"52/54, NAKHODA STREET, SHOP NO 4,GROUND FLOOR, BEHIND PYDHONIE POLICE STATION  ",ROC MUMBAI,navinrasiklalshah@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086512,CENTURY ROAD TRANSPORT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-03-1995,Maharashtra,3500000.0,3435800.0,99999,Extraterritorial organizations and bodies,MAROL MAROSHI RDMILATARY RDANDHERI E  ,ROC MUMBAI,rajkumargupta@centurylogistics.net,31-03-2019,31-03-2019
U99999MH1995PTC086517,KALMADRUM PROPERTIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-03-1995,Maharashtra,7500000.0,4102000.0,99999,Extraterritorial organizations and bodies,"701-2 RISHABH,EVERSHINE NAGAR,KHANDWAL LAYOUT,MALAD WEST,  ",ROC MUMBAI,shyamrathi1@gmail.com,31-03-2007,31-03-2015
U99999MH1995PTC086535,HITESH MECHANICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-03-1995,Maharashtra,2000000.0,785000.0,99999,Extraterritorial organizations and bodies,PLOT NO R-427/4RABALE MIDC P OGHANSOLI  ,ROC MUMBAI,niteshgupta1990@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086568,AMEYA ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-03-1995,Maharashtra,1000000.0,190000.0,99999,Extraterritorial organizations and bodies,"B/1, 1st Floor, Ghatkopar Nirdhar Housing SocietyNear Vanita Vikas School, Ghatkopar (E)  ",ROC MUMBAI,sujit.sanas@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086596,NEXGEN LIFIN PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-03-1995,Maharashtra,6700000.0,108910.0,99999,Extraterritorial organizations and bodies,"142 /A MITTAL TOWERS, NARIMAN POINT, 14TH FLOOR   ",ROC MUMBAI,npshah_67@yahoo.com,31-03-2019,31-03-2019
U99999MH1995PTC086614,DISSOL ORGANICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-03-1995,Maharashtra,500000.0,101000.0,99999,Extraterritorial organizations and bodies,FLT: 137 1ST FLR HINDUSTAN KOHINOOR COMPLEXLBS MARG VIKHROLI  ,ROC MUMBAI,dissolorganics@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086616,HIGH VOLT ELECTRICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-03-1995,Maharashtra,50000000.0,49413040.0,99999,Extraterritorial organizations and bodies,"J-46 MIDC,TARAPUR INDL.ESTATE,BOISAR,  ",ROC MUMBAI,highvoltepl@rediffmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086668,ESTEEM PROPERTIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-03-1995,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"DB House, Gen. A. K. Vaidya Marg,Goregaon (East),  ",ROC MUMBAI,cosecdbr@dbg.co.in,31-03-2019,31-03-2019
U99999MH1995PTC086763,G V PHADKE BUILDERS AND DEVELOPERSPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,23-03-1995,Maharashtra,1000000.0,576500.0,99999,Extraterritorial organizations and bodies,DABKE HOUSE FLAT NO 1R S ROADCHENDANI  ,ROC MUMBAI,gvphadke1995@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086838,MORGAN STANLEY INDIA SECURITIES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,24-03-1995,Maharashtra,28304740000.0,2715931780.0,99999,Extraterritorial organizations and bodies,"18F,  TOWER 2, ONE INDIABULLS CENTRE841, SENAPATI BAPAT MARG  ",ROC MUMBAI,tejarshi.hardas@morganstanley.com,31-03-2019,31-03-2018
U99999MH1995PTC086855,MALIRAM MAKHARIA STOCK BROKERS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,27-03-1995,Maharashtra,40000000.0,12502000.0,99999,Extraterritorial organizations and bodies,906 RAHEJA CENTRENARIMAN POINT   ,ROC MUMBAI,maliram.makharia@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086890,NARVADA DYE-CHEM (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-03-1995,Maharashtra,1000000.0,203400.0,99999,Extraterritorial organizations and bodies,shade no A-51 MIDC Kulgaon   ,ROC MUMBAI,sgnarangs@rediffmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086894,RELIABLE GALVANISER AND FASTENERSPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-03-1995,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"W-76 C MIDC,BADLAPUR,DIST THANE.   ",ROC MUMBAI,stmahajancon@rediffmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086905,BULLS EYE FININVEST PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-03-1995,Maharashtra,5000000.0,100000.0,99999,Extraterritorial organizations and bodies,"H NO.603, GALA NO.A-2, PATWARDHAN COMPOUNDVILLAGE PURNA,BHIWANDI.  ",ROC MUMBAI,jiteshdand@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC086981,ECHJE TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-03-1995,Maharashtra,3000000.0,2453000.0,99999,Extraterritorial organizations and bodies,"NEELKAMAL BUILDING, SANGHAVI ESTATE, OFF DEONARVILLAGE ROAD, GOVANDI, DEONAR  ",ROC MUMBAI,deven@nvsoft.com,31-03-2019,31-03-2019
U99999MH1995PTC087008,KENSOURCE SECURITIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-03-1995,Maharashtra,10000000.0,100000.0,99999,Extraterritorial organizations and bodies,"301, EMCA SADAN, APPASAHEB MARATHE MARGPRABHADEVI  ",ROC MUMBAI,accountshead@moneylife.in,31-03-2019,31-03-2019
U99999MH1995PTC087074,LEGEND HOUSING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-03-1995,Maharashtra,2500000.0,2000600.0,99999,Extraterritorial organizations and bodies,"1203-06, ARCADIA, 12TH FLOOR, NCPA MARG,NARIMAN POINT  ",ROC MUMBAI,dsplmca4@servicesnext.com,31-03-2019,31-03-2019
U99999MH1995PTC087146,VIDEOJET TECHNOLOGIES (I) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-04-1995,Maharashtra,30000000.0,2048500.0,99999,Extraterritorial organizations and bodies,"UNIT NO. S-220A & F-201, 2ND FLOOR, EASTERNBUSINESS DISTRICT (NEPTUNE MALL), LBS MARG,  ",ROC MUMBAI,UMESH.BEJ@VIDEOJET.COM,31-03-2019,31-03-2019
U99999MH1995PTC087480,VASMATE FINANCIAL SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,19-04-1995,Maharashtra,2500000.0,275000.0,99999,Extraterritorial organizations and bodies,"206, KAMDHENU CHS LTD., BLDG. NO.4,LOKHANDWALA COMPLEX, ANDHERI (W),  ",ROC MUMBAI,rijainca@gmail.com,31-03-2009,31-03-2009
U99999MH1995PTC087573,SHETKARI COTTON (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-04-1995,Maharashtra,10000000.0,9677000.0,99999,Extraterritorial organizations and bodies,"H/NO -113, BEHIND VALIBHOY BLDG,WALKAR ROAD  ",ROC MUMBAI,companygrp4@yahoo.com,31-03-2019,31-03-2019
U99999MH1995PTC087590,GADIYA FINANCIAL SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-04-1995,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"3,CHAPEL ROAD,NEAR JEFF CATERERS,BANDRA(W)  ",ROC MUMBAI,krishnachalke@yahoo.co.in,31-03-2018,31-03-2019
U99999MH1995PTC087970,ANUPAM ELECTRICALS AND ENGINEERINGINDUSTRIES PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,03-05-1995,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,15 DADI SETH AGIARY LANE4TH FLR KANCHAN BHAWANKALBADEVI ROAD  ,ROC MUMBAI,anupameei@yahoo.com,31-03-2019,31-03-2019
U99999MH1995PTC088248,RASHMI FABRICATORS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-05-1995,Maharashtra,2500000.0,610000.0,99999,Extraterritorial organizations and bodies,"18 C-3, MODEL TOWN, BALRAJESHWAR ROAD, MULUND WEST   ",ROC MUMBAI,enquiry@rashmi-india.com,31-03-2019,31-03-2019
U99999MH1995PTC088319,CRAFTSMEN LABORATORIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-05-1995,Maharashtra,1000000.0,100000.0,99999,Extraterritorial organizations and bodies,"401, Swagat, Shraddhanand road, Near Thakkar Hall,Vile Parle East  ",ROC MUMBAI,craftsmenlaboratriespvtltd@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC088552,PRIZE FINANCE AND INVESTMENT PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,19-05-1995,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,NIRANJAN GROUND FLOOR99 MARINE DRIVE   ,ROC MUMBAI,vindharabs@rediffmail.com,31-03-2019,31-03-2019
U99999MH1995PTC088649,DRSHTI STRATEGIC RESEARCH SERVICESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,23-05-1995,Maharashtra,2500000.0,2212440.0,99999,Extraterritorial organizations and bodies,"GOKUL ARCADE 'B' 205, SUBHASH ROADVILE PARLE (EAST)  ",ROC MUMBAI,balaji.p@drshti.com,31-03-2019,31-03-2019
U99999MH1995PTC088670,KAILASH PARBAT HOTELS (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,23-05-1995,Maharashtra,6000000.0,6000000.0,99999,Extraterritorial organizations and bodies,SHOP NO 773 SECTION 17ULHASNAGAR  ,ROC MUMBAI,kailashparbathotel@yahoo.co.in,31-03-2019,31-03-2019
U99999MH1995PTC088931,PRECISE VACCUM SYSTEMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-05-1995,Maharashtra,5000000.0,5000000.0,99999,Extraterritorial organizations and bodies,"PLOT NO. H - 39, MIDC AREA, AMBAD   ",ROC MUMBAI,precisevacuumsystems@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC088946,ARPANNA MOTORS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-05-1995,Maharashtra,40000000.0,25000000.0,99999,Extraterritorial organizations and bodies,"PLOT NO. B - 27, OPP. TELEPHONE EXCHANGE,WAGLE ESTATE, MAIN ROAD, THANE (WEST)  ",ROC MUMBAI,yurashah2@gmail.com,31-03-2018,31-03-2018
U99999MH1995PTC089007,MIAECT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-05-1995,Maharashtra,2500000.0,2500000.0,99999,Extraterritorial organizations and bodies,"Unit no. 112, Building no. 2, Sector-3Millenium Business Park, Mahape  ",ROC MUMBAI,miaectaccount@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC089175,DITCO SECURITIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-06-1995,Maharashtra,40000000.0,39894000.0,99999,Extraterritorial organizations and bodies,"SHETH HOUSE (PATEL CHAMBERS), GROUND FLOOR,OPERA HOUSE, SANDHURST BRIDGE  ",ROC MUMBAI,bhavesh2706@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC089368,MAYURESH DEVELOPERS AND CONSTRUCTIONPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,09-06-1995,Maharashtra,150500000.0,150100000.0,99999,Extraterritorial organizations and bodies,"428,KALBADEVI ROAD,1ST FLOOR, MUMBAI 400002   ",ROC MUMBAI,MAYURESHGROUP@GMAIL.COM,31-03-2019,31-03-2019
U99999MH1995PTC089486,PARAV SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-06-1995,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,S-11  GIRISH HEIGHTS  2ND FLOORNEAR LIC SQUARE KAMPTEE ROAD  ,ROC MUMBAI,rajivbehal@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC089850,SHAREPRO COMPUTER SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,22-06-1995,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"SATAM ESTATE,3RD FLOOR,ABOVE BANK OF BARODACARDINAL GRACIOUS ROAD,  ",ROC MUMBAI,mohans@shareproservices.com,31-03-2016,31-03-2016
U99999MH1995PTC090021,HINGORA FIINVEST PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-06-1995,Maharashtra,15000000.0,14943670.0,99999,Extraterritorial organizations and bodies,"4, GAGAN GIRI NAGAR, GROUND FLOOR, MINAKSHI NAGAR,MASHACHA PADA, MIRA ROAD EAST,  ",ROC MUMBAI,hingorafinvestpvtltd@yahoo.com,31-03-2013,31-03-2013
U99999MH1995PTC090022,GRIFFON SECURITIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-06-1995,Maharashtra,5600000.0,5100000.0,99999,Extraterritorial organizations and bodies,"49, JAYKAR SMRUTI, AAREY ROADGOREGAON WEST  ",ROC MUMBAI,info@bhavikenterprises.com,31-03-2019,31-03-2019
U99999MH1995PTC090562,YASHODA HYBRID SEEDS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-07-1995,Maharashtra,20000000.0,18000000.0,99999,Extraterritorial organizations and bodies,"PAWADE BLDG.,NEAR LAXMITALKIES, HINGANGHAT,DIST. WARDHA  ",ROC MUMBAI,kalyankkhanorkar@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC090605,VISTARA DESIGNS AND INVESTMENTS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,14-07-1995,Maharashtra,4000000.0,3600000.0,99999,Extraterritorial organizations and bodies,"Site Office of Razak Haven,12 Darabsha Lane, Off Nepeansea Road,  ",ROC MUMBAI,ho@hawcoindia.com,31-03-2019,31-03-2019
U99999MH1995PTC090699,QUICK LIFTECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-07-1995,Maharashtra,500000.0,190200.0,99999,Extraterritorial organizations and bodies,B/9 SHRI SAISNEHA INDL.ESTATEEKVIRA GAS GODOWNROAD GODDER ROAD BHAYANDER EAST  ,ROC MUMBAI,premji63@yahoo.co.in,31-03-2019,31-03-2019
U99999MH1995PTC090781,REAP AGROTECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-07-1995,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"302/A Ambika Park Building No. 3 CHSL, Janta NagarRoad, Near J H Poddar High School,  ",ROC MUMBAI,shilpakyal@yahoo.com,31-03-2019,31-03-2019
U99999MH1995PTC090817,GURUKRUPA PROCESSED FOODS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,20-07-1995,Maharashtra,10000000.0,1200000.0,99999,Extraterritorial organizations and bodies,"A-314-TTC, INDUSTRIAL AREA,MAHAPE  ",ROC MUMBAI,yogeshgori@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC090923,AESTHETIC COATS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,24-07-1995,Maharashtra,500000.0,135000.0,99999,Extraterritorial organizations and bodies,106-A VEENA INDUSTRIAL ESTATENEW LINK ROADANDHERI WEST  ,ROC MUMBAI,acpl5@yahoo.com,31-03-2019,31-03-2019
U99999MH1995PTC090978,RIVERSIDE MUSHROOMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-07-1995,Maharashtra,3500000.0,3233000.0,99999,Extraterritorial organizations and bodies,GUT NO 26KHUTAL WADA  ,ROC MUMBAI,csbrijeshrathod@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC090983,PRECISION PLASTIC INDUSTRIES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,25-07-1995,Maharashtra,15000000.0,14388500.0,99999,Extraterritorial organizations and bodies,"Office No.19, Wing D, 1st Flr.,Nandjyot Ind. Estate Bldg. , A.K. Rd. Andheri (E)  ",ROC MUMBAI,manoj.patil@precisionpipes.com,31-03-2019,31-03-2019
U99999MH1995PTC091133,ALGORITHMIC SOFTWARE SYSTEMS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-07-1995,Maharashtra,20000000.0,20000000.0,99999,Extraterritorial organizations and bodies,"102, ATUL APPARTMENT, L.T. ROAD, BORIVALI (WEST),   ",ROC MUMBAI,algosoftsys@yahoo.com,31-03-2012,31-03-2012
U99999MH1995PTC091145,RATNAPRIYA HOLDING AND ESTATE DEVELOPERS PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-07-1995,Maharashtra,1700000.0,402680.0,99999,Extraterritorial organizations and bodies,"DEVIDAS MANSION, 3RD FLOOR, MEREWEATHER ROAD,COLABA,  ",ROC MUMBAI,office@goldcrestgroup.com,31-03-2019,31-03-2019
U99999MH1995PTC091229,TOPWORTH PROPERTIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-07-1995,Maharashtra,153100000.0,153100000.0,99999,Extraterritorial organizations and bodies,"CEEJAY HOUSE, LEVEL 6, SHIV SAGAR ESTATE,DR. ANNIE BESANT ROAD, WORLI,  ",ROC MUMBAI,info@rohanlifescapes.com,31-03-2019,31-03-2019
U99999MH1995PTC091490,ASHWINI INFRASTRUCTURE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-08-1995,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"511, Vyapar Bhavan, 5th Floor, 49, P.D'mello Road,Carnec Bunder, Masjid (E)  ",ROC MUMBAI,ashwiniinfra95@gmail.com,31-03-2018,31-03-2018
U99999MH1995PTC091512,AMOTO ENGINEERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-08-1995,Maharashtra,2500000.0,1033000.0,99999,Extraterritorial organizations and bodies,"A/5, NANDKISHORE IND. ESTATE,MAHAKALI CAVES ROAD,ANDHERI (EAST),  ",ROC MUMBAI,info@amotoindia.com,31-03-2019,31-03-2019
U99999MH1995PTC091517,DELUXE PETROCHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-08-1995,Maharashtra,2500000.0,1750000.0,99999,Extraterritorial organizations and bodies,"16, Mahesh Chambers, 4th Floor,391 Narshi NathaStreet,Masjid Bunder  ",ROC MUMBAI,deluxe.shah@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC091883,NEWTECH LAND DEVELOPERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-08-1995,Maharashtra,3000000.0,3000000.0,99999,Extraterritorial organizations and bodies,"402, ASHOK COMPLEX, TOPIWALA WADI, GOREGAON \x1a WEST   ",ROC MUMBAI,jalgaonkaranil52@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC091913,KORN /FERRY INTERNATIONAL PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-08-1995,Maharashtra,10000000.0,3538550.0,99999,Extraterritorial organizations and bodies,"Twenty First Floor, Tower A, Urmi Estate95, Ganpatrao Kadam Marg, Lower Parel  ",ROC MUMBAI,kfindia.corptax@kornferry.com,31-03-2019,31-03-2019
U99999MH1995PTC091929,VISTA PROCESSED FOODS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-08-1995,Maharashtra,412000000.0,45485528.0,99999,Extraterritorial organizations and bodies,M 75 MIDC TALOJAP O BOX NO 49 PANVEL   ,ROC MUMBAI,bhupinder-singh@vista-osi-group.com,31-03-2019,31-03-2019
U99999MH1995PTC091967,ENGINEERING AND MEDIA PRODUCTS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-08-1995,Maharashtra,1500000.0,1000000.0,99999,Extraterritorial organizations and bodies,"634, 6th Floor , ""F"" Bldg. , Master Mind IV ,Royal Palm , Aarey Milk Colony , Goregaon (E),  ",ROC MUMBAI,enggmediaproducts@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC091970,SPACETECH CRYO EQUIPMENTS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-08-1995,Maharashtra,2500000.0,1000200.0,99999,Extraterritorial organizations and bodies,"A- 24, ANAND NAGAR,ADDITIONAL AMBERNATH, M. I. D. C.  ",ROC MUMBAI,spacetechcryo@gmail.com,31-03-2018,31-03-2018
U99999MH1995PTC092092,SURPLUS FINVEST PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-08-1995,Maharashtra,200000.0,100000.0,99999,Extraterritorial organizations and bodies,"1st Floor, SOBO Central Mall,28 P.T. Madan Mohan Malviya Road, Haji Ali, Tardeo  ",ROC MUMBAI,fgcsservices@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC092164,LASER SECURITIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-08-1995,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"JITEN CO OP HSG SOC.,ART GALLARY NO.11,J P ROAD,ANDHERI WEST,  ",ROC MUMBAI,phvakil@hotmail.com,31-03-2019,31-03-2019
U99999MH1995PTC092214,FINE PACKAGING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-08-1995,Maharashtra,15500000.0,15300000.0,99999,Extraterritorial organizations and bodies,K - 64 MIDC AREAWALUJ   ,ROC MUMBAI,info@finepackaging.in,31-03-2019,31-03-2019
U99999MH1995PTC092269,SYSTEM MANAGEMENT SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,30-08-1995,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"29 SHARDA SADAN,3RD FLOOR,S A BRELVI ROAD,FORT,   ",ROC MUMBAI,sssbpl@rediffmail.com,31-03-2019,31-03-2019
U99999MH1995PTC092299,VISHWA PRATIK ROLLER BEARINGS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,31-08-1995,Maharashtra,5000000.0,4000000.0,99999,Extraterritorial organizations and bodies,"3/301,OLYMPIA A.B.C.D. CHSL,LODHA PARADISE COMPLEXESTERN EXPRESS HIGHWAY, THANE-400601  ",ROC MUMBAI,bharatdangat1956@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC092673,SHANTIRAJ LUBRICANTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-09-1995,Maharashtra,2000000.0,2000000.0,99999,Extraterritorial organizations and bodies,"W9-W10, MIDC, Ghugus Road   ",ROC MUMBAI,shantiraj.amol@gmail.com,31-03-2018,31-03-2018
U99999MH1995PTC093100,SHREE BAL CONSTRUCTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-09-1995,Maharashtra,1250000.0,1250000.0,99999,Extraterritorial organizations and bodies,"4 BONACASA,P M ROAD,BOMBAY 1.   ",ROC MUMBAI,chetan@shreebaldevelopers.com,31-03-2019,31-03-2019
U99999MH1995PTC093359,ANIL-GOYAL EXIM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-10-1995,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,TULSI DHAM BLDG  NO 2PLOT NO 604 GOAR BUNDER ROADTHANE WEST  ,ROC MUMBAI,deepak_goyal1985@yahoo.co.in,31-03-2013,31-03-2013
U99999MH1995PTC093721,SACHIN JOSHI PRODUCTS (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,17-10-1995,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"JMJ HOUSE, 5TH FLOOR, ORCHARD AVENUENEAR DELPHI BUILDING, HIRANANDANI ESTATE, POWAI  ",ROC MUMBAI,jmgroup@rediffmail.com,31-03-2019,31-03-2019
U99999MH1995PTC093779,BOMBAY ENDOSCOPY ACADEMY AND CENTRE FORMINIMALLY INVASIVE SURGERY AND RESEARCHCOMPANY PVT LIMITED ,ACTV,Private,Company limited by Shares,Non-govt company,18-10-1995,Maharashtra,15000000.0,15000000.0,99999,Extraterritorial organizations and bodies,"674, 16TH CROSS ROAD, BEHINDKHAR GYMKHANA, KHAR PALI, KHAR (WEST)  ",ROC MUMBAI,beamsindia@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC093838,SAMSAN PROMOTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-10-1995,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"Room No 2487, Building no 53, RadheshyamCo-operative Housing Society,Gandhinagar,Bandra(E)  ",ROC MUMBAI,minu@srt10.in,31-03-2019,31-03-2019
U99999MH1995PTC094112,BIX INSURANCE AND FINANCIAL TECHNOLOGIES PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,02-11-1995,Maharashtra,1000000.0,100000.0,99999,Extraterritorial organizations and bodies,"601,6TH FLOOR  HUBTOWN SOLARIS, SAIWADI,N.S.PHADKEROAD,NEAR GOKHALE BRIDGE, ANDHERI (E)  ",ROC MUMBAI,jaipal@magusindia.co,31-03-2019,31-03-2019
U99999MH1995PTC094188,INDIA CONSULTANCY GROUP PRIVATE LIMITED   ,ACTV,Private,Company Limited by Guarantee,Non-govt company,03-11-1995,Maharashtra,5000000.0,200000.0,99999,Extraterritorial organizations and bodies,"302, K.K.Square,470 Cardinal Gracious Road, Chakala  ",ROC MUMBAI,ppshahandassociates@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC094354,KYAL FABRICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-11-1995,Maharashtra,500000.0,147750.0,99999,Extraterritorial organizations and bodies,"202 LOTUS HOUSE,NEW MARINELINES,BOMBAY 20.   ",ROC MUMBAI,kyalfabric@gmail.com,31-03-2019,31-03-2019
